,학교구분,학교명,학교_위치,위도,경도
79,중학교,사당중학교,"37.4877611854985, 126.968540661313",37.4877611854985,126.968540661313
80,중학교,봉원중학교,"37.4841027415012, 126.958890911497",37.4841027415012,126.958890911497
81,중학교,봉림중학교,"37.4811981682395, 126.937702673305",37.4811981682395,126.937702673305
82,중학교,미성중학교,"37.4753828116217, 126.912088901502",37.4753828116217,126.912088901502
83,중학교,문창중학교,"37.4958609410012, 126.922405470441",37.4958609410012,126.922405470441
84,중학교,동작중학교,"37.4954619461448, 126.977801624632",37.4954619461448,126.977801624632
85,중학교,동양중학교,"37.5102231403469, 126.957477481379",37.5102231403469,126.957477481379
86,중학교,대방중학교,"37.4954367843295, 126.91301619957",37.4954367843295,126.91301619957
87,중학교,당곡중학교,"37.4923586311415, 126.932678731475",37.4923586311415,126.932678731475
88,중학교,남성중학교,"37.4790082237647, 126.97241407945",37.4790082237647,126.97241407945
89,중학교,남서울중학교,"37.4821362472153, 126.921037135349",37.4821362472153,126.921037135349
